Team,Year,Date,Round_Num,Round_Num_Full,Own_MoSHBODS_Rating_Off,Own_MoSHBODS_Rating_Def,Own_MoSHBODS_Rating_Comb,Own_MoSHBODS_Rating_After_Game_Off,Own_MoSHBODS_Rating_After_Game_Def,Own_MoSHBODS_Rating_After_Game_Comb
Brisbane Bears,1995,21/05/1995,8,R8,-0.120893733,-0.174002113,-0.294895846,-0.119837287,-0.204659168,-0.324496455
St Kilda,1995,21/05/1995,8,R8,-0.624995765,-0.159463357,-0.784459122,-0.59433871,-0.160519803,-0.754858513
West Coast,1995,21/05/1995,8,R8,-0.04595373,0.706777948,0.660824218,-0.057372602,0.635853266,0.578480664
Essendon,1995,21/05/1995,8,R8,0.147828084,0.381739611,0.529567695,0.218752766,0.393158483,0.611911249
Kangaroos,1995,26/05/1995,9,R9,0.04985742,0.164551179,0.214408599,-0.012583487,0.078093642,0.065510155
Geelong,1995,26/05/1995,9,R9,0.498205459,0.182307246,0.680512705,0.584662995,0.244748154,0.829411149
St Kilda,1995,27/05/1995,9,R9,-0.59433871,-0.160519803,-0.754858513,-0.535301424,0.050508488,-0.484792936
Carlton,1995,27/05/1995,9,R9,0.101571718,0.608160239,0.709731957,-0.109456573,0.549122953,0.43966638
Essendon,1995,27/05/1995,9,R9,0.218752766,0.393158483,0.611911249,0.17828122,0.403540552,0.581821772
Western Bulldogs,1995,27/05/1995,9,R9,-0.309278567,-0.143120393,-0.45239896,-0.319660636,-0.102648847,-0.422309483
Fitzroy,1995,27/05/1995,9,R9,-0.512418182,-0.357785867,-0.87020405,-0.553146357,-0.282646794,-0.835793151
West Coast,1995,27/05/1995,9,R9,-0.057372602,0.635853266,0.578480664,-0.132511676,0.676581441,0.544069765
Adelaide,1995,27/05/1995,9,R9,-0.525907896,0.168568193,-0.357339703,-0.595682912,0.181026843,-0.414656069
Hawthorn,1995,27/05/1995,9,R9,-0.373959448,0.294187222,-0.079772226,-0.386418097,0.363962238,-0.022455859
Sydney,1995,28/05/1995,9,R9,0.070310891,-0.14499388,-0.074682989,0.013642062,-0.19712531,-0.183483248
Richmond,1995,28/05/1995,9,R9,-0.176341614,0.25041378,0.074072167,-0.124210184,0.307082609,0.182872425
Melbourne,1995,28/05/1995,9,R9,-0.239584935,0.361139909,0.121554974,-0.24558433,0.385400369,0.139816039
Collingwood,1995,28/05/1995,9,R9,-0.186059107,0.131082858,-0.05497625,-0.210319567,0.137082252,-0.073237315
Fremantle,1995,28/05/1995,9,R9,0.098404831,-0.120348001,-0.02194317,0.129870094,-0.002126959,0.127743135
Brisbane Bears,1995,28/05/1995,9,R9,-0.119837287,-0.204659168,-0.324496455,-0.23805833,-0.236124431,-0.47418276
Kangaroos,1995,2/06/1995,10,R10,-0.012583487,0.078093642,0.065510155,0.064732563,0.110525192,0.175257755
Essendon,1995,2/06/1995,10,R10,0.17828122,0.403540552,0.581821772,0.14584967,0.326224502,0.472074172
Geelong,1995,3/06/1995,10,R10,0.584662995,0.244748154,0.829411149,0.600258472,0.211598907,0.811857379
Adelaide,1995,3/06/1995,10,R10,-0.595682912,0.181026843,-0.414656069,-0.562533665,0.165431366,-0.397102299
Collingwood,1995,3/06/1995,10,R10,-0.210319567,0.137082252,-0.073237315,-0.223895518,0.094596065,-0.129299453
Fitzroy,1995,3/06/1995,10,R10,-0.553146357,-0.282646794,-0.835793151,-0.510660171,-0.269070843,-0.779731013
St Kilda,1995,3/06/1995,10,R10,-0.535301424,0.050508488,-0.484792936,-0.625538154,-0.00979693,-0.635335083
Fremantle,1995,3/06/1995,10,R10,0.129870094,-0.002126959,0.127743135,0.190175512,0.088109771,0.278285283
Melbourne,1995,3/06/1995,10,R10,-0.24558433,0.385400369,0.139816039,-0.247790279,0.409325966,0.161535687
Sydney,1995,3/06/1995,10,R10,0.013642062,-0.19712531,-0.183483248,-0.010283535,-0.194919361,-0.205202896
Carlton,1995,4/06/1995,10,R10,-0.109456573,0.549122953,0.43966638,0.068825534,0.544156325,0.612981859
Hawthorn,1995,4/06/1995,10,R10,-0.386418097,0.363962238,-0.022455859,-0.38145147,0.185680132,-0.195771338
Western Bulldogs,1995,4/06/1995,10,R10,-0.319660636,-0.102648847,-0.422309483,-0.355833707,-0.117473294,-0.473307
Richmond,1995,4/06/1995,10,R10,-0.124210184,0.307082609,0.182872425,-0.109385737,0.34325568,0.233869943
West Coast,1995,4/06/1995,10,R10,-0.132511676,0.676581441,0.544069765,-0.147641062,0.688104523,0.540463461
Brisbane Bears,1995,4/06/1995,10,R10,-0.23805833,-0.236124431,-0.47418276,-0.249581412,-0.220995044,-0.470576456
Collingwood,1995,9/06/1995,11,R11,-0.223895518,0.094596065,-0.129299453,-0.107455952,0.083208616,-0.024247336
St Kilda,1995,9/06/1995,11,R11,-0.625538154,-0.00979693,-0.635335083,-0.614150705,-0.126236495,-0.7403872
Essendon,1995,10/06/1995,11,R11,0.14584967,0.326224502,0.472074172,0.157899166,0.322354284,0.48025345
Geelong,1995,10/06/1995,11,R11,0.600258472,0.211598907,0.811857379,0.604128689,0.199549411,0.8036781
Richmond,1995,10/06/1995,11,R11,-0.109385737,0.34325568,0.233869943,-0.008410519,0.388753636,0.380343117
West Coast,1995,10/06/1995,11,R11,-0.147641062,0.688104523,0.540463461,-0.193139018,0.587129304,0.393990286
Adelaide,1995,10/06/1995,11,R11,-0.562533665,0.165431366,-0.397102299,-0.542222312,0.228691131,-0.313531181
Western Bulldogs,1995,10/06/1995,11,R11,-0.355833707,-0.117473294,-0.473307,-0.419093472,-0.137784647,-0.556878119
Brisbane Bears,1995,11/06/1995,11,R11,-0.249581412,-0.220995044,-0.470576456,-0.129163318,-0.216342529,-0.345505848
Fitzroy,1995,11/06/1995,11,R11,-0.510660171,-0.269070843,-0.779731013,-0.515312686,-0.389488936,-0.904801621
Fremantle,1995,11/06/1995,11,R11,0.190175512,0.088109771,0.278285283,0.081563072,-0.00011966,0.081443411
Kangaroos,1995,11/06/1995,11,R11,0.064732563,0.110525192,0.175257755,0.152961994,0.219137632,0.372099627
Melbourne,1995,12/06/1995,11,R11,-0.247790279,0.409325966,0.161535687,-0.256614818,0.344923515,0.088308697
Carlton,1995,12/06/1995,11,R11,0.068825534,0.544156325,0.612981859,0.133227984,0.552980865,0.686208849
Hawthorn,1995,12/06/1995,11,R11,-0.38145147,0.185680132,-0.195771338,-0.365117844,0.196492773,-0.168625071
Sydney,1995,12/06/1995,11,R11,-0.010283535,-0.194919361,-0.205202896,-0.021096176,-0.211252987,-0.232349163
Essendon,1995,23/06/1995,12,R12,0.157899166,0.322354284,0.48025345,0.140277936,0.350581381,0.490859317
Hawthorn,1995,23/06/1995,12,R12,-0.365117844,0.196492773,-0.168625071,-0.39334494,0.214114003,-0.179230937
Carlton,1995,24/06/1995,12,R12,0.133227984,0.552980865,0.686208849,0.169558694,0.508104005,0.677662699
Geelong,1995,24/06/1995,12,R12,0.604128689,0.199549411,0.8036781,0.649005548,0.163218702,0.81222425
Western Bulldogs,1995,24/06/1995,12,R12,-0.419093472,-0.137784647,-0.556878119,-0.451154563,-0.075768969,-0.526923531
Collingwood,1995,24/06/1995,12,R12,-0.107455952,0.083208616,-0.024247336,-0.16947163,0.115269707,-0.054201923
Richmond,1995,24/06/1995,12,R12,-0.008410519,0.388753636,0.380343117,0.013031462,0.323777596,0.336809059
Fitzroy,1995,24/06/1995,12,R12,-0.515312686,-0.389488936,-0.904801621,-0.450336646,-0.410930917,-0.861267563
Adelaide,1995,24/06/1995,12,R12,-0.542222312,0.228691131,-0.313531181,-0.53534377,0.231836613,-0.303507158
Fremantle,1995,24/06/1995,12,R12,0.081563072,-0.00011966,0.081443411,0.07841759,-0.006998202,0.071419388
Brisbane Bears,1995,25/06/1995,12,R12,-0.129163318,-0.216342529,-0.345505848,-0.155458575,-0.27124402,-0.426702595
Kangaroos,1995,25/06/1995,12,R12,0.152961994,0.219137632,0.372099627,0.207863485,0.245432889,0.453296374
St Kilda,1995,25/06/1995,12,R12,-0.614150705,-0.126236495,-0.7403872,-0.625815608,-0.112420011,-0.738235619
Melbourne,1995,25/06/1995,12,R12,-0.256614818,0.344923515,0.088308697,-0.270431302,0.356588418,0.086157116
West Coast,1995,25/06/1995,12,R12,-0.193139018,0.587129304,0.393990286,-0.290902539,0.58363261,0.292730071
Sydney,1995,25/06/1995,12,R12,-0.021096176,-0.211252987,-0.232349163,-0.017599481,-0.113489466,-0.131088947
Collingwood,1995,30/06/1995,13,R13,-0.16947163,0.115269707,-0.054201923,-0.06787828,0.148232817,0.080354537
Adelaide,1995,30/06/1995,13,R13,-0.53534377,0.231836613,-0.303507158,-0.56830688,0.130243262,-0.438063618
Western Bulldogs,1995,1/07/1995,13,R13,-0.451154563,-0.075768969,-0.526923531,-0.49950976,0.029269122,-0.470240638
Brisbane Bears,1995,1/07/1995,13,R13,-0.155458575,-0.27124402,-0.426702595,-0.260496666,-0.222888822,-0.483385489
Geelong,1995,1/07/1995,13,R13,0.649005548,0.163218702,0.81222425,0.665841508,0.199788164,0.865629671
West Coast,1995,1/07/1995,13,R13,-0.290902539,0.58363261,0.292730071,-0.327472001,0.56679665,0.239324649
Melbourne,1995,1/07/1995,13,R13,-0.270431302,0.356588418,0.086157116,-0.250036852,0.364761305,0.114724454
Richmond,1995,1/07/1995,13,R13,0.013031462,0.323777596,0.336809059,0.004858575,0.303383146,0.308241721
St Kilda,1995,1/07/1995,13,R13,-0.625815608,-0.112420011,-0.738235619,-0.598354039,-0.126929135,-0.725283174
Kangaroos,1995,1/07/1995,13,R13,0.207863485,0.245432889,0.453296374,0.222372609,0.217971321,0.44034393
Sydney,1995,2/07/1995,13,R13,-0.017599481,-0.113489466,-0.131088947,0.059910086,-0.161273495,-0.101363409
Essendon,1995,2/07/1995,13,R13,0.140277936,0.350581381,0.490859317,0.188061964,0.273071814,0.461133778
Fitzroy,1995,2/07/1995,13,R13,-0.450336646,-0.410930917,-0.861267563,-0.51159979,-0.563966372,-1.075566162
Hawthorn,1995,2/07/1995,13,R13,-0.39334494,0.214114003,-0.179230937,-0.240309484,0.275377147,0.035067662
Fremantle,1995,2/07/1995,13,R13,0.07841759,-0.006998202,0.071419388,-0.022948882,-0.029157082,-0.052105964
Carlton,1995,2/07/1995,13,R13,0.169558694,0.508104005,0.677662699,0.191717575,0.609470477,0.801188052
Kangaroos,1995,7/07/1995,14,R14,0.222372609,0.217971321,0.44034393,0.282212848,0.249239579,0.531452427
Collingwood,1995,7/07/1995,14,R14,-0.06787828,0.148232817,0.080354537,-0.099146538,0.088392578,-0.01075396
Essendon,1995,8/07/1995,14,R14,0.188061964,0.273071814,0.461133778,0.36359998,0.291971076,0.655571057
Adelaide,1995,8/07/1995,14,R14,-0.56830688,0.130243262,-0.438063618,-0.587206143,-0.045294754,-0.632500896
Geelong,1995,8/07/1995,14,R14,0.665841508,0.199788164,0.865629671,0.646804677,0.181366869,0.828171546
Brisbane Bears,1995,8/07/1995,14,R14,-0.260496666,-0.222888822,-0.483385489,-0.242075372,-0.203851991,-0.445927363
Hawthorn,1995,8/07/1995,14,R14,-0.240309484,0.275377147,0.035067662,-0.293753066,0.232959179,-0.060793887
West Coast,1995,8/07/1995,14,R14,-0.327472001,0.56679665,0.239324649,-0.285054034,0.620240232,0.335186199
Sydney,1995,9/07/1995,14,R14,0.059910086,-0.161273495,-0.101363409,0.009138459,-0.256339587,-0.247201128
St Kilda,1995,9/07/1995,14,R14,-0.598354039,-0.126929135,-0.725283174,-0.503287947,-0.076157508,-0.579445456
Carlton,1995,9/07/1995,14,R14,0.191717575,0.609470477,0.801188052,0.226548568,0.595676719,0.822225287
Richmond,1995,9/07/1995,14,R14,0.004858575,0.303383146,0.308241721,0.018652333,0.268552153,0.287204485
Fitzroy,1995,9/07/1995,14,R14,-0.51159979,-0.563966372,-1.075566162,-0.528722883,-0.607808075,-1.136530958
Western Bulldogs,1995,9/07/1995,14,R14,-0.49950976,0.029269122,-0.470240638,-0.455668058,0.046392216,-0.409275842
Fremantle,1995,9/07/1995,14,R14,-0.022948882,-0.029157082,-0.052105964,-0.120669514,-0.054307239,-0.174976753
Melbourne,1995,9/07/1995,14,R14,-0.250036852,0.364761305,0.114724454,-0.224886695,0.462481937,0.237595242
Richmond,1995,14/07/1995,15,R15,0.018652333,0.268552153,0.287204485,0.030344872,0.283429322,0.313774194
Essendon,1995,14/07/1995,15,R15,0.36359998,0.291971076,0.655571057,0.348722811,0.280278537,0.629001348
Carlton,1995,15/07/1995,15,R15,0.226548568,0.595676719,0.822225287,0.253347828,0.515423339,0.768771167
Adelaide,1995,15/07/1995,15,R15,-0.587206143,-0.045294754,-0.632500896,-0.506952763,-0.072094014,-0.579046776
Fitzroy,1995,15/07/1995,15,R15,-0.528722883,-0.607808075,-1.136530958,-0.568661763,-0.623123472,-1.191785235
Melbourne,1995,15/07/1995,15,R15,-0.224886695,0.462481937,0.237595242,-0.209571298,0.502420817,0.292849519
Hawthorn,1995,15/07/1995,15,R15,-0.293753066,0.232959179,-0.060793887,-0.270753799,0.266539254,-0.004214545
Fremantle,1995,15/07/1995,15,R15,-0.120669514,-0.054307239,-0.174976753,-0.154249589,-0.077306507,-0.231556095
Kangaroos,1995,15/07/1995,15,R15,0.282212848,0.249239579,0.531452427,0.211903891,0.19197315,0.40387704
Sydney,1995,15/07/1995,15,R15,0.009138459,-0.256339587,-0.247201128,0.066404889,-0.186030629,-0.11962574
Brisbane Bears,1995,16/07/1995,15,R15,-0.242075372,-0.203851991,-0.445927363,-0.269233312,-0.275483691,-0.544717003
Collingwood,1995,16/07/1995,15,R15,-0.099146538,0.088392578,-0.01075396,-0.027514838,0.115550517,0.088035679
Geelong,1995,16/07/1995,15,R15,0.646804677,0.181366869,0.828171546,0.537968057,0.133239677,0.671207734
St Kilda,1995,16/07/1995,15,R15,-0.503287947,-0.076157508,-0.579445456,-0.455160755,0.032679111,-0.422481644
West Coast,1995,16/07/1995,15,R15,-0.285054034,0.620240232,0.335186199,-0.350322748,0.542687281,0.192364533
Western Bulldogs,1995,16/07/1995,15,R15,-0.455668058,0.046392216,-0.409275842,-0.378115107,0.111660931,-0.266454176
Adelaide,1995,21/07/1995,16,R16,-0.506952763,-0.072094014,-0.579046776,-0.548936876,0.015435067,-0.533501809
Kangaroos,1995,21/07/1995,16,R16,0.211903891,0.19197315,0.40387704,0.124374809,0.233957263,0.358332073
Essendon,1995,22/07/1995,16,R16,0.348722811,0.280278537,0.629001348,0.397274362,0.290725688,0.68800005
Fitzroy,1995,22/07/1995,16,R16,-0.568661763,-0.623123472,-1.191785235,-0.579108914,-0.671675022,-1.250783937
Melbourne,1995,22/07/1995,16,R16,-0.209571298,0.502420817,0.292849519,-0.2283384,0.452970977,0.224632577
Geelong,1995,22/07/1995,16,R16,0.537968057,0.133239677,0.671207734,0.587417897,0.152006779,0.739424676
St Kilda,1995,22/07/1995,16,R16,-0.455160755,0.032679111,-0.422481644,-0.468399973,-0.013448821,-0.481848795
West Coast,1995,22/07/1995,16,R16,-0.350322748,0.542687281,0.192364533,-0.304194816,0.5559265,0.251731684
Sydney,1995,22/07/1995,16,R16,0.066404889,-0.186030629,-0.11962574,-0.008103254,-0.249737712,-0.257840965
Western Bulldogs,1995,22/07/1995,16,R16,-0.378115107,0.111660931,-0.266454176,-0.314408024,0.186169073,-0.128238951
Brisbane Bears,1995,23/07/1995,16,R16,-0.269233312,-0.275483691,-0.544717003,-0.210908736,-0.286426322,-0.497335058
Hawthorn,1995,23/07/1995,16,R16,-0.270753799,0.266539254,-0.004214545,-0.259811168,0.208214679,-0.051596489
Collingwood,1995,23/07/1995,16,R16,-0.027514838,0.115550517,0.088035679,-0.070490646,0.119855571,0.049364925
Carlton,1995,23/07/1995,16,R16,0.253347828,0.515423339,0.768771167,0.249042774,0.558399147,0.807441922
Fremantle,1995,23/07/1995,16,R16,-0.154249589,-0.077306507,-0.231556095,-0.187783273,-0.032766712,-0.220549984
Richmond,1995,23/07/1995,16,R16,0.030344872,0.283429322,0.313774194,-0.014194923,0.316963005,0.302768082
Kangaroos,1995,28/07/1995,17,R17,0.124374809,0.233957263,0.358332073,0.092717135,0.207589769,0.300306904
Melbourne,1995,28/07/1995,17,R17,-0.2283384,0.452970977,0.224632577,-0.201970906,0.484628652,0.282657746
Essendon,1995,29/07/1995,17,R17,0.397274362,0.290725688,0.68800005,0.397849157,0.285182758,0.683031915
Fremantle,1995,29/07/1995,17,R17,-0.187783273,-0.032766712,-0.220549984,-0.182240343,-0.033341507,-0.215581849
Western Bulldogs,1995,29/07/1995,17,R17,-0.314408024,0.186169073,-0.128238951,-0.37676203,0.250510577,-0.126251453
Hawthorn,1995,29/07/1995,17,R17,-0.259811168,0.208214679,-0.051596489,-0.324152672,0.270568685,-0.053583987
Geelong,1995,29/07/1995,17,R17,0.587417897,0.152006779,0.739424676,0.604783526,0.193721907,0.798505433
Sydney,1995,29/07/1995,17,R17,-0.008103254,-0.249737712,-0.257840965,-0.049818382,-0.267103341,-0.316921723
Richmond,1995,29/07/1995,17,R17,-0.014194923,0.316963005,0.302768082,-0.10644594,0.230725723,0.124279783
St Kilda,1995,29/07/1995,17,R17,-0.468399973,-0.013448821,-0.481848795,-0.382162691,0.078802196,-0.303360495
Fitzroy,1995,30/07/1995,17,R17,-0.579108914,-0.671675022,-1.250783937,-0.57366073,-0.729718376,-1.303379106
Carlton,1995,30/07/1995,17,R17,0.249042774,0.558399147,0.807441922,0.307086128,0.552950963,0.860037091
West Coast,1995,30/07/1995,17,R17,-0.304194816,0.5559265,0.251731684,-0.20326815,0.535295728,0.332027578
Collingwood,1995,30/07/1995,17,R17,-0.070490646,0.119855571,0.049364925,-0.049859874,0.018928905,-0.030930969
Adelaide,1995,30/07/1995,17,R17,-0.548936876,0.015435067,-0.533501809,-0.658404233,0.037520633,-0.6208836
Brisbane Bears,1995,30/07/1995,17,R17,-0.210908736,-0.286426322,-0.497335058,-0.232994302,-0.176958965,-0.409953267
Richmond,1995,4/08/1995,18,R18,-0.10644594,0.230725723,0.124279783,-0.049035783,0.296832195,0.247796411
Hawthorn,1995,4/08/1995,18,R18,-0.324152672,0.270568685,-0.053583987,-0.390259144,0.213158528,-0.177100616
St Kilda,1995,5/08/1995,18,R18,-0.382162691,0.078802196,-0.303360495,-0.437845003,0.02225439,-0.415590613
Adelaide,1995,5/08/1995,18,R18,-0.658404233,0.037520633,-0.6208836,-0.601856426,0.093202944,-0.508653482
Melbourne,1995,5/08/1995,18,R18,-0.201970906,0.484628652,0.282657746,-0.244948099,0.452887204,0.207939105
Essendon,1995,5/08/1995,18,R18,0.397849157,0.285182758,0.683031915,0.429590605,0.328159951,0.757750556
Kangaroos,1995,5/08/1995,18,R18,0.092717135,0.207589769,0.300306904,0.130885004,0.311445721,0.442330725
West Coast,1995,5/08/1995,18,R18,-0.20326815,0.535295728,0.332027578,-0.307124102,0.497127858,0.190003757
Sydney,1995,6/08/1995,18,R18,-0.049818382,-0.267103341,-0.316921723,-0.070318774,-0.319924438,-0.390243212
Brisbane Bears,1995,6/08/1995,18,R18,-0.232994302,-0.176958965,-0.409953267,-0.180173205,-0.156458573,-0.336631778
Carlton,1995,6/08/1995,18,R18,0.307086128,0.552950963,0.860037091,0.32203794,0.50875402,0.83079196
Western Bulldogs,1995,6/08/1995,18,R18,-0.37676203,0.250510577,-0.126251453,-0.332565087,0.235558765,-0.097006322
Collingwood,1995,6/08/1995,18,R18,-0.049859874,0.018928905,-0.030930969,-0.053365273,0.07532433,0.021959057
Geelong,1995,6/08/1995,18,R18,0.604783526,0.193721907,0.798505433,0.548388101,0.197227306,0.745615407
Fremantle,1995,6/08/1995,18,R18,-0.182240343,-0.033341507,-0.215581849,-0.196341005,-0.003489663,-0.199830668
Fitzroy,1995,6/08/1995,18,R18,-0.57366073,-0.729718376,-1.303379106,-0.603512574,-0.715617713,-1.319130287
Kangaroos,1995,11/08/1995,19,R19,0.130885004,0.311445721,0.442330725,0.166398766,0.302432535,0.468831301
Richmond,1995,11/08/1995,19,R19,-0.049035783,0.296832195,0.247796411,-0.040022598,0.261318432,0.221295835
Essendon,1995,12/08/1995,19,R19,0.429590605,0.328159951,0.757750556,0.427073906,0.302437181,0.729511087
Collingwood,1995,12/08/1995,19,R19,-0.053365273,0.07532433,0.021959057,-0.027642503,0.077841028,0.050198525
Western Bulldogs,1995,12/08/1995,19,R19,-0.332565087,0.235558765,-0.097006322,-0.328378496,0.257153713,-0.071224783
Melbourne,1995,12/08/1995,19,R19,-0.244948099,0.452887204,0.207939105,-0.266543048,0.448700613,0.182157565
Geelong,1995,12/08/1995,19,R19,0.548388101,0.197227306,0.745615407,0.490226001,0.190908939,0.681134941
Fremantle,1995,12/08/1995,19,R19,-0.196341005,-0.003489663,-0.199830668,-0.190022639,0.054672437,-0.135350202
Hawthorn,1995,12/08/1995,19,R19,-0.390259144,0.213158528,-0.177100616,-0.367621864,0.178032545,-0.189589319
St Kilda,1995,12/08/1995,19,R19,-0.437845003,0.02225439,-0.415590613,-0.402719019,-0.00038289,-0.403101909
Carlton,1995,13/08/1995,19,R19,0.32203794,0.50875402,0.83079196,0.279716539,0.510686657,0.790403196
Brisbane Bears,1995,13/08/1995,19,R19,-0.180173205,-0.156458573,-0.336631778,-0.182105842,-0.114137172,-0.296243014
Fitzroy,1995,13/08/1995,19,R19,-0.603512574,-0.715617713,-1.319130287,-0.703931202,-0.772407691,-1.476338893
Sydney,1995,13/08/1995,19,R19,-0.070318774,-0.319924438,-0.390243212,-0.013528796,-0.21950581,-0.233034605
West Coast,1995,13/08/1995,19,R19,-0.307124102,0.497127858,0.190003757,-0.125145316,0.512671469,0.387526153
Adelaide,1995,13/08/1995,19,R19,-0.601856426,0.093202944,-0.508653482,-0.617400037,-0.088775842,-0.706175879
Collingwood,1995,18/08/1995,20,R20,-0.027642503,0.077841028,0.050198525,-0.005307533,0.051386225,0.046078692
Hawthorn,1995,18/08/1995,20,R20,-0.367621864,0.178032545,-0.189589319,-0.341167061,0.155697575,-0.185469486
Carlton,1995,19/08/1995,20,R20,0.279716539,0.510686657,0.790403196,0.326713299,0.484262071,0.81097537
Kangaroos,1995,19/08/1995,20,R20,0.166398766,0.302432535,0.468831301,0.192823353,0.255435775,0.448259127
St Kilda,1995,19/08/1995,20,R20,-0.402719019,-0.00038289,-0.403101909,-0.391498042,-0.062758356,-0.454256397
Essendon,1995,19/08/1995,20,R20,0.427073906,0.302437181,0.729511087,0.489449372,0.291216204,0.780665576
Fitzroy,1995,19/08/1995,20,R20,-0.703931202,-0.772407691,-1.476338893,-0.677467951,-0.702418703,-1.379886654
Geelong,1995,19/08/1995,20,R20,0.490226001,0.190908939,0.681134941,0.420237013,0.164445688,0.584682701
Melbourne,1995,19/08/1995,20,R20,-0.266543048,0.448700613,0.182157565,-0.246427016,0.427017929,0.180590913
West Coast,1995,19/08/1995,20,R20,-0.125145316,0.512671469,0.387526153,-0.103462632,0.492555437,0.389092805
Adelaide,1995,19/08/1995,20,R20,-0.617400037,-0.088775842,-0.706175879,-0.611653232,-0.14347272,-0.755125952
Sydney,1995,19/08/1995,20,R20,-0.013528796,-0.21950581,-0.233034605,0.041168082,-0.225252615,-0.184084533
Brisbane Bears,1995,20/08/1995,20,R20,-0.182105842,-0.114137172,-0.296243014,-0.050761592,-0.061220203,-0.111981795
Richmond,1995,20/08/1995,20,R20,-0.040022598,0.261318432,0.221295835,-0.092939566,0.129974182,0.037034616
Fremantle,1995,20/08/1995,20,R20,-0.190022639,0.054672437,-0.135350202,-0.134229977,0.047643872,-0.086586105
Western Bulldogs,1995,20/08/1995,20,R20,-0.328378496,0.257153713,-0.071224783,-0.321349932,0.201361052,-0.11998888
Melbourne,1995,25/08/1995,21,R21,-0.246427016,0.427017929,0.180590913,-0.243838528,0.294811264,0.050972737
Adelaide,1995,25/08/1995,21,R21,-0.611653232,-0.14347272,-0.755125952,-0.479446567,-0.146061208,-0.625507775
Richmond,1995,26/08/1995,21,R21,-0.092939566,0.129974182,0.037034616,-0.0141498,0.198773797,0.184623997
Collingwood,1995,26/08/1995,21,R21,-0.005307533,0.051386225,0.046078692,-0.074107148,-0.02740354,-0.101510688
Fitzroy,1995,26/08/1995,21,R21,-0.677467951,-0.702418703,-1.379886654,-0.656145882,-0.745419385,-1.401565266
St Kilda,1995,26/08/1995,21,R21,-0.391498042,-0.062758356,-0.454256397,-0.348497359,-0.084080426,-0.432577785
Geelong,1995,26/08/1995,21,R21,0.420237013,0.164445688,0.584682701,0.446155341,0.088618421,0.534773762
Western Bulldogs,1995,26/08/1995,21,R21,-0.321349932,0.201361052,-0.11998888,-0.245522664,0.175442723,-0.070079941
Hawthorn,1995,26/08/1995,21,R21,-0.341167061,0.155697575,-0.185469486,-0.351151805,0.145041843,-0.206109962
Kangaroos,1995,26/08/1995,21,R21,0.192823353,0.255435775,0.448259127,0.203479084,0.265420519,0.468899603
Brisbane Bears,1995,26/08/1995,21,R21,-0.050761592,-0.061220203,-0.111981795,-0.015325302,-0.012411367,-0.027736668
Essendon,1995,26/08/1995,21,R21,0.489449372,0.291216204,0.780665576,0.440640535,0.255779914,0.696420449
Sydney,1995,27/08/1995,21,R21,0.041168082,-0.225252615,-0.184084533,0.073840108,-0.360099407,-0.2862593
Fremantle,1995,27/08/1995,21,R21,-0.134229977,0.047643872,-0.086586105,0.000616816,0.014971847,0.015588662
West Coast,1995,27/08/1995,21,R21,-0.103462632,0.492555437,0.389092805,-0.091295891,0.451405854,0.360109963
Carlton,1995,27/08/1995,21,R21,0.326713299,0.484262071,0.81097537,0.367862883,0.472095329,0.839958212
Brisbane Bears,1995,1/09/1995,22,R22,-0.015325302,-0.012411367,-0.027736668,0.008873923,-0.018515813,-0.00964189
Melbourne,1995,1/09/1995,22,R22,-0.243838528,0.294811264,0.050972737,-0.237734081,0.270612039,0.032877958
Essendon,1995,2/09/1995,22,R22,0.440640535,0.255779914,0.696420449,0.384309987,0.25265148,0.636961468
Carlton,1995,2/09/1995,22,R22,0.367862883,0.472095329,0.839958212,0.370991316,0.528425878,0.899417194
Kangaroos,1995,2/09/1995,22,R22,0.203479084,0.265420519,0.468899603,0.362591897,0.203005598,0.565597495
Fitzroy,1995,2/09/1995,22,R22,-0.656145882,-0.745419385,-1.401565266,-0.593730961,-0.904532198,-1.498263159
Western Bulldogs,1995,2/09/1995,22,R22,-0.245522664,0.175442723,-0.070079941,-0.281764053,0.084437892,-0.197326161
St Kilda,1995,2/09/1995,22,R22,-0.348497359,-0.084080426,-0.432577785,-0.257492528,-0.047839037,-0.305331565
Hawthorn,1995,2/09/1995,22,R22,-0.351151805,0.145041843,-0.206109962,-0.322375563,0.094842089,-0.227533474
Geelong,1995,2/09/1995,22,R22,0.446155341,0.088618421,0.534773762,0.496355096,0.059842179,0.556197274
Adelaide,1995,2/09/1995,22,R22,-0.479446567,-0.146061208,-0.625507775,-0.471494321,-0.17735919,-0.648853511
Richmond,1995,2/09/1995,22,R22,-0.0141498,0.198773797,0.184623997,0.017148182,0.190821551,0.207969732
Sydney,1995,3/09/1995,22,R22,0.073840108,-0.360099407,-0.2862593,0.102197833,-0.364228297,-0.262030464
Collingwood,1995,3/09/1995,22,R22,-0.074107148,-0.02740354,-0.101510688,-0.069978258,-0.055761266,-0.125739524
Fremantle,1995,3/09/1995,22,R22,0.000616816,0.014971847,0.015588662,-0.049032167,-0.013398307,-0.062430474
West Coast,1995,3/09/1995,22,R22,-0.091295891,0.451405854,0.360109963,-0.062925737,0.501054836,0.438129099
Kangaroos,1995,8/09/1995,23,QF,0.362591897,0.203005598,0.565597495,0.374730697,0.228970232,0.603700929
Richmond,1995,8/09/1995,23,QF,0.017148182,0.190821551,0.207969732,-0.008816452,0.178682751,0.169866299
